Year,Team,Elo_Rating,Matches,Win_Rate,Draw_Rate,Loss_Rate,Goals_For_Per_Game,Goals_Against_Per_Game,Goal_Difference_Per_Game,Points_Per_Game,Host,Confederation,FIFA_Rank,Previous_WC_Progress,Winner
2006,Ecuador,1700,18,0.4444444444444444,0.2222222222222222,0.3333333333333333,1.2777777777777777,1.0555555555555556,0.2222222222222222,1.5555555555555556,0,CONMEBOL,39,0.0,0
2006,Ghana,1616,12,0.6666666666666666,0.25,0.0833333333333333,2.0,0.3333333333333333,1.6666666666666667,2.25,0,CAF,48,-1.0,0
2006,Trinidad and Tobago,1567,20,0.55,0.1,0.35,1.5,1.25,0.25,1.75,0,CONCACAF,47,-1.0,0
2006,Angola,1565,12,0.5833333333333334,0.25,0.1666666666666666,1.25,0.75,0.5,2.0,0,CAF,57,-1.0,0
2006,Saudi Arabia,1554,12,0.8333333333333334,0.1666666666666666,0.0,2.0,0.1666666666666666,1.8333333333333333,2.6666666666666665,0,AFC,34,0.0,0
2006,Togo,1488,12,0.6666666666666666,0.1666666666666666,0.1666666666666666,1.8333333333333333,0.75,1.0833333333333333,2.1666666666666665,0,CAF,61,-1.0,0
2010,Spain,2111,10,1.0,0.0,0.0,2.8,0.5,2.3,3.0,0,UEFA,2,0.5161,1
2010,Brazil,2109,18,0.5,0.3888888888888889,0.1111111111111111,1.8333333333333333,0.6111111111111112,1.2222222222222223,1.8888888888888888,0,CONMEBOL,1,0.7742,0
2010,Netherlands,2043,8,1.0,0.0,0.0,2.125,0.25,1.875,3.0,0,UEFA,4,0.5161,0
2010,England,2001,10,0.9,0.0,0.1,3.4,0.6,2.8,2.7,0,UEFA,8,0.7742,0
2010,Germany,1957,10,0.8,0.2,0.0,2.6,0.5,2.1,2.6,0,UEFA,6,0.9032,0
2010,Italy,1936,10,0.7,0.3,0.0,1.8,0.7,1.1,2.4,0,UEFA,5,1.0,0
2010,Argentina,1921,18,0.4444444444444444,0.2222222222222222,0.3333333333333333,1.2777777777777777,1.1111111111111112,0.1666666666666666,1.5555555555555556,0,CONMEBOL,7,0.7742,0
2010,Mexico,1898,18,0.6111111111111112,0.1111111111111111,0.2777777777777778,2.0,1.0,1.0,1.9444444444444444,0,CONCACAF,17,0.5161,0
2010,Chile,1886,18,0.5555555555555556,0.1666666666666666,0.2777777777777778,1.7777777777777777,1.2222222222222223,0.5555555555555556,1.8333333333333333,0,CONMEBOL,18,-1.0,0
2010,Portugal,1876,12,0.5833333333333334,0.3333333333333333,0.0833333333333333,1.5833333333333333,0.4166666666666667,1.1666666666666667,2.083333333333333,0,UEFA,3,0.9032,0
2010,France,1861,12,0.5833333333333334,0.3333333333333333,0.0833333333333333,1.6666666666666667,0.8333333333333334,0.8333333333333334,2.083333333333333,0,UEFA,9,0.9677,0
2010,Uruguay,1845,20,0.35,0.35,0.3,1.5,1.05,0.45,1.4,0,CONMEBOL,16,-1.0,0
2010,Serbia,1840,10,0.7,0.1,0.2,2.2,0.8,1.4,2.2,0,UEFA,15,-1.0,0
2010,United States,1785,18,0.7222222222222222,0.1111111111111111,0.1666666666666666,2.333333333333333,0.8888888888888888,1.4444444444444444,2.2777777777777777,0,CONCACAF,14,0.0,0
2010,Denmark,1778,10,0.6,0.3,0.1,1.6,0.5,1.1,2.1,0,UEFA,36,-1.0,0
2010,Australia,1774,14,0.6428571428571429,0.2142857142857142,0.1428571428571428,1.3571428571428572,0.2857142857142857,1.0714285714285714,2.142857142857143,0,AFC,20,0.5161,0
2010,South Korea,1765,14,0.5,0.5,0.0,1.5714285714285714,0.5,1.0714285714285714,2.0,0,AFC,47,0.0,0
2010,Paraguay,1764,18,0.5555555555555556,0.1666666666666666,0.2777777777777778,1.3333333333333333,0.8888888888888888,0.4444444444444444,1.8333333333333333,0,CONMEBOL,31,0.0,0
2010,Switzerland,1762,10,0.6,0.3,0.1,1.8,0.8,1.0,2.1,0,UEFA,24,0.5161,0
2010,Ivory Coast,1739,12,0.6666666666666666,0.3333333333333333,0.0,2.4166666666666665,0.5,1.9166666666666667,2.333333333333333,0,CAF,27,0.0,0
2010,Greece,1735,12,0.5833333333333334,0.25,0.1666666666666666,1.75,0.8333333333333334,0.9166666666666666,2.0,0,UEFA,13,-1.0,0
2010,Honduras,1714,18,0.5555555555555556,0.1111111111111111,0.3333333333333333,1.7777777777777777,1.0,0.7777777777777778,1.7777777777777777,0,CONCACAF,38,-1.0,0
2010,Nigeria,1713,12,0.75,0.25,0.0,1.6666666666666667,0.4166666666666667,1.25,2.5,0,CAF,21,-1.0,0
2010,Cameroon,1694,12,0.75,0.1666666666666666,0.0833333333333333,1.9166666666666667,0.3333333333333333,1.5833333333333333,2.4166666666666665,0,CAF,19,-1.0,0
2010,Ghana,1687,12,0.6666666666666666,0.0833333333333333,0.25,1.6666666666666667,0.6666666666666666,1.0,2.083333333333333,0,CAF,32,0.5161,0
2010,Slovenia,1685,12,0.5833333333333334,0.1666666666666666,0.25,1.6666666666666667,0.5,1.1666666666666667,1.9166666666666667,0,UEFA,25,-1.0,0
2010,Japan,1678,14,0.5714285714285714,0.2857142857142857,0.1428571428571428,1.6428571428571428,0.6428571428571429,1.0,2.0,0,AFC,45,0.0,0
2010,Slovakia,1670,10,0.7,0.1,0.2,2.2,1.0,1.2,2.2,0,UEFA,34,-1.0,0
2010,South Africa,1593,6,0.3333333333333333,0.1666666666666666,0.5,0.8333333333333334,0.8333333333333334,0.0,1.1666666666666667,1,CAF,83,-1.0,0
2010,Algeria,1539,13,0.6153846153846154,0.1538461538461538,0.2307692307692307,1.3076923076923077,0.6153846153846154,0.6923076923076923,2.0,0,CAF,30,-1.0,0
2010,North Korea,1537,16,0.5,0.375,0.125,1.25,0.4375,0.8125,1.875,0,AFC,105,-1.0,0
2010,New Zealand,1527,2,0.5,0.5,0.0,0.5,0.0,0.5,2.0,0,OFC,78,-1.0,0
2014,Brazil,2138,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CONMEBOL,3,0.7742,0
2014,Spain,2107,8,0.75,0.25,0.0,1.75,0.375,1.375,2.5,0,UEFA,1,1.0,0
2014,Germany,2073,10,0.9,0.1,0.0,3.6,1.0,2.6,2.8,0,UEFA,2,0.9032,1
2014,Argentina,2018,16,0.5625,0.3125,0.125,2.1875,0.9375,1.25,2.0,0,CONMEBOL,5,0.7742,0
2014,Netherlands,1985,10,0.9,0.1,0.0,3.4,0.5,2.9,2.8,0,UEFA,15,0.9677,0
2014,Portugal,1942,12,0.6666666666666666,0.25,0.0833333333333333,2.0,0.9166666666666666,1.0833333333333333,2.25,0,UEFA,4,0.5161,0
2014,England,1931,10,0.6,0.4,0.0,3.1,0.4,2.7,2.2,0,UEFA,10,0.5161,0
2014,Colombia,1922,16,0.5625,0.1875,0.25,1.6875,0.8125,0.875,1.875,0,CONMEBOL,8,-1.0,0
2014,Chile,1920,16,0.5625,0.0625,0.375,1.8125,1.5625,0.25,1.75,0,CONMEBOL,14,0.5161,0
2014,Uruguay,1918,18,0.4444444444444444,0.2777777777777778,0.2777777777777778,1.6666666666666667,1.3888888888888888,0.2777777777777778,1.6111111111111112,0,CONMEBOL,7,0.9032,0
2014,France,1896,10,0.6,0.2,0.2,1.8,0.8,1.0,2.0,0,UEFA,17,0.0,0
2014,Italy,1887,10,0.6,0.4,0.0,1.9,0.9,1.0,2.2,0,UEFA,9,0.0,0
2014,United States,1857,16,0.6875,0.125,0.1875,1.625,0.875,0.75,2.1875,0,CONCACAF,13,0.5161,0
2014,Switzerland,1854,10,0.7,0.3,0.0,1.7,0.6,1.1,2.4,0,UEFA,6,0.0,0
2014,Belgium,1851,10,0.8,0.2,0.0,1.8,0.4,1.4,2.6,0,UEFA,11,-1.0,0
2014,Russia,1848,10,0.7,0.1,0.2,2.0,0.5,1.5,2.2,0,UEFA,19,-1.0,0
2014,Ecuador,1836,16,0.4375,0.25,0.3125,1.25,1.0,0.25,1.5625,0,CONMEBOL,26,-1.0,0
2014,Greece,1823,12,0.75,0.1666666666666666,0.0833333333333333,1.3333333333333333,0.5,0.8333333333333334,2.4166666666666665,0,UEFA,12,0.0,0
2014,Croatia,1818,12,0.5,0.25,0.25,1.1666666666666667,0.75,0.4166666666666667,1.75,0,UEFA,18,-1.0,0
2014,Mexico,1814,18,0.5555555555555556,0.2777777777777778,0.1666666666666666,1.7222222222222223,0.7777777777777778,0.9444444444444444,1.9444444444444444,0,CONCACAF,20,0.5161,0
2014,Bosnia and Herzegovina,1785,10,0.8,0.1,0.1,3.0,0.6,2.4,2.5,0,UEFA,21,-1.0,0
2014,Japan,1785,14,0.5714285714285714,0.2142857142857142,0.2142857142857142,2.142857142857143,0.5714285714285714,1.5714285714285714,1.9285714285714288,0,AFC,46,0.5161,0
2014,Ivory Coast,1772,8,0.625,0.375,0.0,2.375,0.875,1.5,2.25,0,CAF,23,0.0,0
2014,Nigeria,1727,8,0.625,0.375,0.0,1.375,0.5,0.875,2.25,0,CAF,44,0.0,0
2014,Iran,1715,16,0.625,0.25,0.125,1.875,0.4375,1.4375,2.125,0,AFC,43,-1.0,0
2014,Costa Rica,1711,16,0.5,0.25,0.25,1.6875,0.75,0.9375,1.75,0,CONCACAF,28,-1.0,0
2014,Australia,1708,14,0.5714285714285714,0.2857142857142857,0.1428571428571428,1.7857142857142858,0.8571428571428571,0.9285714285714286,2.0,0,AFC,62,0.0,0
2014,Ghana,1704,8,0.75,0.0,0.25,3.125,0.75,2.375,2.25,0,CAF,37,0.7742,0
2014,Honduras,1668,16,0.4375,0.3125,0.25,1.5625,0.9375,0.625,1.625,0,CONCACAF,33,0.0,0
2014,South Korea,1667,14,0.5714285714285714,0.2142857142857142,0.2142857142857142,1.9285714285714288,0.7857142857142857,1.1428571428571428,1.9285714285714288,0,AFC,57,0.5161,0
2014,Algeria,1625,8,0.75,0.0,0.25,2.0,0.875,1.125,2.25,0,CAF,22,0.0,0
2014,Cameroon,1606,8,0.625,0.25,0.125,1.5,0.5,1.0,2.125,0,CAF,56,0.0,0
2018,Brazil,2141,18,0.6666666666666666,0.2777777777777778,0.0555555555555555,2.2777777777777777,0.6111111111111112,1.6666666666666667,2.2777777777777777,0,CONMEBOL,2,0.9032,0
2018,Germany,2076,10,1.0,0.0,0.0,4.3,0.4,3.9,3.0,0,UEFA,1,1.0,0
2018,Spain,2043,10,0.9,0.1,0.0,3.6,0.3,3.3,2.8,0,UEFA,10,0.0,0
2018,France,1986,10,0.7,0.2,0.1,1.8,0.6,1.2,2.3,0,UEFA,7,0.7742,1
2018,Argentina,1985,18,0.3888888888888889,0.3888888888888889,0.2222222222222222,1.0555555555555556,0.8888888888888888,0.1666666666666666,1.5555555555555556,0,CONMEBOL,5,0.9677,0
2018,Portugal,1968,10,0.9,0.0,0.1,3.2,0.4,2.8,2.7,0,UEFA,4,0.0,0
2018,England,1947,10,0.8,0.2,0.0,1.8,0.3,1.5,2.6,0,UEFA,12,0.0,0
2018,Belgium,1935,10,0.9,0.1,0.0,4.3,0.6,3.7,2.8,0,UEFA,3,0.7742,0
2018,Colombia,1927,18,0.3888888888888889,0.3333333333333333,0.2777777777777778,1.1666666666666667,1.0555555555555556,0.1111111111111111,1.5,0,CONMEBOL,16,0.7742,0
2018,Peru,1915,20,0.4,0.3,0.3,1.45,1.3,0.15,1.5,0,CONMEBOL,11,-1.0,0
2018,Uruguay,1893,18,0.5,0.2222222222222222,0.2777777777777778,1.7777777777777777,1.1111111111111112,0.6666666666666666,1.7222222222222223,0,CONMEBOL,14,0.5161,0
2018,Switzerland,1888,12,0.8333333333333334,0.0833333333333333,0.0833333333333333,2.0,0.5833333333333334,1.4166666666666667,2.583333333333333,0,UEFA,6,0.5161,0
2018,Denmark,1854,12,0.5833333333333334,0.25,0.1666666666666666,2.083333333333333,0.75,1.3333333333333333,2.0,0,UEFA,12,-1.0,0
2018,Croatia,1853,12,0.5833333333333334,0.25,0.1666666666666666,1.5833333333333333,0.4166666666666667,1.1666666666666667,2.0,0,UEFA,20,0.0,0
2018,Mexico,1849,16,0.6875,0.25,0.0625,1.8125,0.5,1.3125,2.3125,0,CONCACAF,15,0.5161,0
2018,Poland,1830,10,0.8,0.1,0.1,2.8,1.4,1.4,2.5,0,UEFA,8,-1.0,0
2018,Sweden,1793,12,0.5833333333333334,0.1666666666666666,0.25,2.25,0.75,1.5,1.9166666666666667,0,UEFA,24,-1.0,0
2018,Iran,1790,18,0.6666666666666666,0.3333333333333333,0.0,2.0,0.2777777777777778,1.7222222222222223,2.333333333333333,0,AFC,37,0.0,0
2018,Serbia,1788,10,0.6,0.3,0.1,2.0,1.0,1.0,2.1,0,UEFA,34,-1.0,0
2018,Iceland,1764,10,0.7,0.1,0.2,1.6,0.7,0.9,2.2,0,UEFA,22,-1.0,0
2018,Senegal,1746,8,0.625,0.375,0.0,1.875,0.625,1.25,2.25,0,CAF,27,-1.0,0
2018,Australia,1743,22,0.6363636363636364,0.2727272727272727,0.0909090909090909,2.3181818181818183,0.8181818181818182,1.5,2.1818181818181817,0,AFC,36,0.0,0
2018,Costa Rica,1742,16,0.5625,0.3125,0.125,1.5625,0.6875,0.875,2.0,0,CONCACAF,23,0.7742,0
2018,Morocco,1731,8,0.5,0.375,0.125,1.625,0.125,1.5,1.875,0,CAF,41,-1.0,0
2018,South Korea,1713,17,0.6470588235294118,0.1764705882352941,0.1764705882352941,2.0588235294117645,0.5882352941176471,1.4705882352941178,2.117647058823529,0,AFC,57,0.0,0
2018,Japan,1684,18,0.7222222222222222,0.1666666666666666,0.1111111111111111,2.4444444444444446,0.3888888888888889,2.055555555555556,2.333333333333333,0,AFC,61,0.0,0
2018,Nigeria,1681,8,0.625,0.25,0.125,1.625,0.75,0.875,2.125,0,CAF,48,0.5161,0
2018,Russia,1676,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,UEFA,70,0.0,0
2018,Panama,1657,16,0.375,0.3125,0.3125,1.0,0.9375,0.0625,1.4375,0,CONCACAF,55,-1.0,0
2018,Tunisia,1651,8,0.75,0.25,0.0,1.875,0.75,1.125,2.5,0,CAF,21,-1.0,0
2018,Egypt,1639,8,0.625,0.125,0.25,1.5,0.625,0.875,2.0,0,CAF,45,-1.0,0
2018,Saudi Arabia,1588,18,0.6666666666666666,0.1666666666666666,0.1666666666666666,2.5,0.7777777777777778,1.7222222222222223,2.1666666666666665,0,AFC,67,-1.0,0
2022,Brazil,2169,17,0.8235294117647058,0.1764705882352941,0.0,2.3529411764705883,0.2941176470588235,2.0588235294117645,2.647058823529412,0,CONMEBOL,1,0.7742,0
2022,Argentina,2143,17,0.6470588235294118,0.3529411764705882,0.0,1.588235294117647,0.4705882352941176,1.1176470588235294,2.294117647058824,0,CONMEBOL,3,0.5161,1
2022,Spain,2049,8,0.75,0.125,0.125,1.875,0.625,1.25,2.375,0,UEFA,7,0.5161,0
2022,Netherlands,2040,10,0.7,0.2,0.1,3.3,0.8,2.5,2.3,0,UEFA,8,-1.0,0
2022,Belgium,2006,8,0.75,0.25,0.0,3.125,0.75,2.375,2.5,0,UEFA,2,0.9032,0
2022,Portugal,2005,10,0.7,0.2,0.1,2.2,0.7,1.5,2.3,0,UEFA,9,0.5161,0
2022,France,2004,8,0.625,0.375,0.0,2.25,0.375,1.875,2.25,0,UEFA,4,1.0,0
2022,Denmark,1971,10,0.9,0.0,0.1,3.0,0.3,2.7,2.7,0,UEFA,10,0.5161,0
2022,Germany,1962,10,0.9,0.0,0.1,3.6,0.4,3.2,2.7,0,UEFA,11,0.0,0
2022,Uruguay,1935,18,0.4444444444444444,0.2222222222222222,0.3333333333333333,1.2222222222222223,1.2222222222222223,0.0,1.5555555555555556,0,CONMEBOL,14,0.7742,0
2022,Croatia,1926,10,0.7,0.2,0.1,2.1,0.4,1.7,2.3,0,UEFA,12,0.9677,0
2022,England,1919,10,0.8,0.2,0.0,3.9,0.3,3.6,2.6,0,UEFA,5,0.9032,0
2022,Switzerland,1901,8,0.625,0.375,0.0,1.875,0.25,1.625,2.25,0,UEFA,15,0.5161,0
2022,Serbia,1898,8,0.75,0.25,0.0,2.25,1.125,1.125,2.5,0,UEFA,21,0.0,0
2022,Ecuador,1832,18,0.3888888888888889,0.2777777777777778,0.3333333333333333,1.5,1.0555555555555556,0.4444444444444444,1.4444444444444444,0,CONMEBOL,44,-1.0,0
2022,Poland,1813,11,0.6363636363636364,0.1818181818181818,0.1818181818181818,2.909090909090909,1.0,1.9090909090909087,2.090909090909091,0,UEFA,26,0.0,0
2022,Mexico,1808,14,0.5714285714285714,0.2857142857142857,0.1428571428571428,1.2142857142857142,0.5714285714285714,0.6428571428571429,2.0,0,CONCACAF,13,0.5161,0
2022,Iran,1798,18,0.7777777777777778,0.0555555555555555,0.1666666666666666,2.7222222222222223,0.4444444444444444,2.2777777777777777,2.388888888888889,0,AFC,20,0.0,0
2022,United States,1796,14,0.5,0.2857142857142857,0.2142857142857142,1.5,0.7142857142857143,0.7857142857142857,1.7857142857142858,0,CONCACAF,16,-1.0,0
2022,Wales,1789,10,0.6,0.3,0.1,1.7,1.0,0.7,2.1,0,UEFA,19,-1.0,0
2022,Japan,1788,18,0.8333333333333334,0.0555555555555555,0.1111111111111111,3.2222222222222223,0.3333333333333333,2.888888888888889,2.555555555555556,0,AFC,24,0.5161,0
2022,South Korea,1786,17,0.7058823529411765,0.2352941176470588,0.0588235294117647,2.0588235294117645,0.2352941176470588,1.8235294117647056,2.3529411764705883,0,AFC,28,0.0,0
2022,Canada,1775,20,0.7,0.2,0.1,2.7,0.4,2.3,2.3,0,CONCACAF,41,-1.0,0
2022,Morocco,1764,8,0.875,0.125,0.0,3.125,0.375,2.75,2.75,0,CAF,22,0.0,0
2022,Costa Rica,1743,15,0.5333333333333333,0.2666666666666666,0.2,0.9333333333333332,0.5333333333333333,0.4,1.8666666666666667,0,CONCACAF,31,0.0,0
2022,Australia,1720,20,0.65,0.2,0.15,2.25,0.6,1.65,2.15,0,AFC,38,0.0,0
2022,Tunisia,1705,8,0.625,0.25,0.125,1.5,0.25,1.25,2.125,0,CAF,30,0.0,0
2022,Senegal,1684,8,0.75,0.125,0.125,2.0,0.625,1.375,2.375,0,CAF,18,0.0,0
2022,Qatar,1680,8,0.875,0.125,0.0,2.25,0.125,2.125,2.75,1,AFC,50,-1.0,0
2022,Saudi Arabia,1636,18,0.7222222222222222,0.2222222222222222,0.0555555555555555,1.8888888888888888,0.5555555555555556,1.3333333333333333,2.388888888888889,0,AFC,51,0.0,0
2022,Cameroon,1607,8,0.75,0.0,0.25,1.75,0.625,1.125,2.25,0,CAF,43,-1.0,0
2022,Ghana,1564,8,0.5,0.375,0.125,1.0,0.5,0.5,1.875,0,CAF,61,-1.0,0
